کد ملک,تاریخ اپلود,نوع ملک,آدرس,نوع معامله,قیمت واحد,قیمت کل,طبقه,خواب,زیربنا,تلفن,آشپزخانه,سرویس,کفپوش
10038532,1403/05/13,مغازه,جنت آباد شاهین شمالی,خرید,"400,000,000","16,000,000,000",1,0,40,1,نا مشخص,نامشخص,سراميک
10240888,1403/05/13,مغازه,هروی حسین اباد,خرید,"1,000,000,000","16,000,000,000",1,0,16,1,نا مشخص,نامشخص,سنگ
2033834,1403/05/13,مستغلات,دولت خ نعمتی,خرید,"350,000,000","196,000,000,000",1,8,480,4,فلزي,ايراني فرنگي,پارکت
3771464,1403/05/13,مغازه,نارمك خ آیت,خرید,"680,555,000","49,000,000,000",1,0,58,1,نا مشخص,نامشخص,سنگ
10348303,1403/05/13,مغازه,جنت آباد جنوبی بین خ 5 و 6,خرید,"1,100,000,000","16,500,000,000",1,0,15,1,نا مشخص,نامشخص,سراميک
10267714,1403/05/13,کلنگی,ستارخان خ كاشانی پور,خرید,"304,182,000","80,000,000,000",1,0,150,0,نا مشخص,نامشخص,نا مشخص
10251131,1403/05/13,کلنگی,نارمك خ سهیلیان,خرید,"98,484,000","6,500,000,000",1,0,126,0,نا مشخص,نامشخص,نا مشخص
10273416,1403/05/13,آپارتمان,نارمك خ چمن,خرید,"97,014,000","13,000,000,000",4,3,134,1,MDF,ايراني فرنگي,سراميک
10064925,1403/05/13,کلنگی,محمدعلی جناح ك صفا,خرید,"294,117,000","90,000,000,000",4,0,280,,نا مشخص,نامشخص,نا مشخص
10203878,1403/05/13,آپارتمان,ستاری خ اخلاص,خرید,"138,333,000","12,450,000,000",2,2,90,1,چوبي,ايراني فرنگي,سنگ
10332616,1403/05/13,آپارتمان,هروی خ وفامنش,خرید,"165,000,000","26,400,000,000",2,2,160,1,چوبي,ايراني فرنگي,سنگ
10349397,1403/05/13,آپارتمان,كن سولقان,خرید,"50,000,000","2,750,000,000",3,1,55,1,MDF,ايرانی,پارکت
10269295,1403/05/13,اداری,شریعتی بالاتراز چهارراه قدوسی,خرید,"117,808,000","8,600,000,000",2,2,73,1,MDF,ايراني فرنگي,سنگ
10354350,1403/05/13,آپارتمان,تهران پارس خ استخر,خرید,"88,000,000","6,600,000,000",3,2,75,1,MDF,ايرانی,سراميک
10246813,1403/05/13,آپارتمان,نارمك خ ثانی,خرید,"107,017,000","6,100,000,000",4,1,57,1,MDF,ايراني فرنگي,سنگ
10263166,1403/05/13,مغازه,ستارخان خ بهبودی,خرید,"382,500,000","15,300,000,000",4,0,37,1,نا مشخص,نامشخص,سراميک
10262588,1403/05/13,آپارتمان,پونك سردار جنگل بالاتراز میرزابابائی,خرید,"170,000,000","26,350,000,000",2,3,155,1,چوبي,ايراني فرنگي,سنگ
10332920,1403/05/13,اداری,پاسداران بالاتراز پل همت,خرید,"165,000,000","11,880,000,000",3,2,72,1,آبدارخانه,ايرانی,سراميک
10266789,1403/05/13,آپارتمان,شهرآرا نرسیده به خ شوریده,خرید,"101,190,000","8,500,000,000",3,2,84,1,MDF,ايرانی,سراميک
10299026,1403/05/13,آپارتمان,شهران خ یكم,خرید,"111,803,000","6,820,000,000",2,2,61,1,MDF,ايرانی,سراميک
10180978,1403/05/13,مغازه,مجیدیه جنوبی خ استاد حسن بنا جنوبی,خرید,"300,000,000","19,200,000,000",2,0,54,1,نا مشخص,ايرانی,سنگ
3532324,1403/05/13,آپارتمان,شهرآرا خ ملكوتی,خرید,"152,380,000","12,800,000,000",4,2,84,1,MDF,ايراني فرنگي,سنگ
10335575,1403/05/13,آپارتمان,پونك خ صفاریان طوسی,خرید,"106,550,000","6,500,000,000",4,1,61,1,MDF,ايرانی,سراميک
10200309,1403/05/13,آپارتمان,صادقیه بلوار گلاب خ صلاحی,خرید,"140,869,000","16,200,000,000",5,2,115,1,MDF,ايراني فرنگي,سنگ
10297511,1403/05/13,مغازه,گلبرگ غربی میدان هلال احمر,خرید,"512,500,000","12,300,000,000",5,0,24,1,نا مشخص,ايرانی,سراميک
10299376,1403/05/13,آپارتمان,نارمك خ افشاری,خرید,"120,000,000","10,560,000,000",2,2,88,1,MDF,ايراني فرنگي,سراميک
10188115,1403/05/13,آپارتمان,لویزان نرسیده به خ رحیمی پور,خرید,"115,517,000","6,700,000,000",2,1,58,1,MDF,ايراني فرنگي,سنگ
10332500,1403/05/13,آپارتمان,نارمك خ رضوان,خرید,"180,000,000","27,000,000,000",2,3,150,1,چوبي,ايراني فرنگي,سنگ
10165155,1403/05/13,آپارتمان,نارمك خ سهیلیان,خرید,"68,354,000","5,400,000,000",4,2,79,1,MDF,ايراني فرنگي,سراميک
10205346,1403/05/13,مستغلات,گلبرگ خ اكبر عباسی,خرید,"121,212,000","8,000,000,000",4,2,100,2,فلزي,ايرانی,سراميک
10354347,1403/05/13,آپارتمان,ستاری پیامبر غربی,خرید,"137,000,000","13,700,000,000",2,2,100,1,چوبي,ايراني فرنگي,لامنيت
10354346,1403/05/13,آپارتمان,پاسداران خ گلستان,خرید,"148,809,000","25,000,000,000",3,3,168,1,MDF,ايراني فرنگي,سنگ
3831734,1403/05/13,آپارتمان,تهرانپارس خ 154,خرید,"112,740,000","11,500,000,000",2,2,102,1,MDF,ايرانی,سراميک
10267916,1403/05/13,کلنگی,گلبرگ غربی خ صفایی,خرید,"120,000,000","8,040,000,000",2,2,147,2,MDF,ايراني فرنگي,سراميک
10116002,1403/05/13,آپارتمان,گلبرگ غربی خ صفایی,خرید,"70,909,000","3,900,000,000",4,2,55,1,MDF,ايرانی,سراميک
10354345,1403/05/13,کلنگی,اشرفی اصفهانی باغ فیض,خرید,"232,558,000","80,000,000,000",4,0,150,0,نا مشخص,نامشخص,نا مشخص
10336086,1403/05/13,آپارتمان,تهرانپارس بلوار پروین خ 214,خرید,"89,520,000","9,400,000,000",4,2,105,1,MDF,ايراني فرنگي,سنگ
10271414,1403/05/13,کلنگی,گلبرگ غربی نرسیده به خ مدنی,خرید,"285,714,000","40,000,000,000",4,0,400,0,نا مشخص,نامشخص,نا مشخص
10354344,1403/05/13,آپارتمان,پونك همیلا,خرید,"130,693,000","13,200,000,000",3,2,101,1,MDF,ايراني فرنگي,لامنيت
10354343,1403/05/13,آپارتمان,شهران فلكه اول,خرید,"140,000,000","17,780,000,000",5,3,127,1,MDF,ايراني فرنگي,سراميک
10297483,1403/05/13,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"75,000,000","5,100,000,000",4,2,68,1,MDF,ايرانی,سراميک
10354342,1403/05/13,آپارتمان,جنت آباد شمالی خ جهاداكبر,خرید,"129,370,000","18,500,000,000",3,3,143,1,MDF,ايراني فرنگي,سنگ
10354340,1403/05/13,مستغلات,جنت آباد مركزی خ دانش,خرید,"260,000,000","26,000,000,000",3,6,210,1,MDF,ايرانی,سراميک
10351134,1403/05/13,آپارتمان,جنت اباد شمالی كوروش غربی,خرید,"85,080,000","4,850,000,000",3,1,57,1,MDF,ايراني فرنگي,سراميک
10350846,1403/05/13,آپارتمان,شهید عراقی نرسیده به بن بست شبنم,خرید,"142,857,000","16,000,000,000",3,2,112,1,MDF,ايراني فرنگي,سراميک
10349713,1403/05/13,آپارتمان,شهران خ وسك,خرید,"118,050,000","8,500,000,000",9,2,72,1,MDF,ايراني فرنگي,سراميک
10351648,1403/05/13,آپارتمان,جنت آباد مركزی 35 متری گلستان,خرید,"121,210,000","16,000,000,000",2,3,132,1,چوبي,ايراني فرنگي,سراميک
3422033,1403/05/13,آپارتمان,تهران پارس مهرنامی,خرید,"140,000,000","16,940,000,000",1,2,121,1,MDF,ايراني فرنگي,سنگ
10354337,1403/05/13,آپارتمان,پاسداران شمالی نارنجستان,خرید,"320,000,000","28,640,000,000",2,2,89,1,MDF,ايراني فرنگي,سنگ
10259966,1403/05/13,مغازه,صادقیه فلكه اول,خرید,"882,352,000","15,000,000,000",2,0,17,1,نا مشخص,نامشخص,پارکت
10354336,1403/05/13,مستغلات,جنت آباد شمالی خ میلاد,خرید,"230,000,000","46,000,000,000",2,6,360,1,MDF,ايرانی,سراميک
10354335,1403/05/13,آپارتمان,حكیمیه ابتدای بلوار بهار میدان چمن آرا,خرید,"61,620,000","5,300,000,000",4,2,86,1,MDF,ايراني فرنگي,سراميک
10354334,1403/05/13,آپارتمان,پونك سردارجنگل,خرید,"123,850,000","13,500,000,000",3,2,109,1,MDF,ايرانی,سنگ
10332284,1403/05/13,آپارتمان,دولت نرسیده به خ فكوریان,خرید,"178,000,000","8,900,000,000",1,1,50,1,هایگلاس,فرنگی,سنگ
10249501,1403/05/13,آپارتمان,نامجونرسیده به ك عادلی,خرید,"58,108,000","4,300,000,000",4,2,74,1,MDF,ايرانی,سراميک
3932892,1403/05/13,کلنگی,وحیدیه خ بخت آزاد,خرید,"140,000,000","28,000,000,000",4,0,100,,نا مشخص,نامشخص,نا مشخص
10263096,1403/05/13,آپارتمان,هروی حسین آباد خ مژده,خرید,"142,105,000","27,000,000,000",3,3,190,1,MDF,ايراني فرنگي,سراميک
10149739,1403/05/13,آپارتمان,لویزان شیان,خرید,"129,032,000","16,000,000,000",4,2,124,1,MDF,ايراني فرنگي,سراميک
10322380,1403/05/13,آپارتمان,وحیدیه خ بخت آزاد,خرید,"75,000,000","9,375,000,000",4,4,125,1,MDF,ايراني فرنگي,سراميک
10332628,1403/05/13,آپارتمان,لویزان خ شیان,خرید,"148,437,000","9,500,000,000",4,1,64,1,MDF,فرنگی,پارکت
10275277,1403/05/13,آپارتمان,تهرانپارس خ 214,خرید,"73,840,000","4,800,000,000",2,1,65,1,MDF,ايراني فرنگي,پارکت
10333288,1403/05/13,آپارتمان,دروس خ كماسی,خرید,"281,645,000","44,500,000,000",4,3,158,1,فرنيش,ايراني فرنگي,سنگ
10347842,1403/05/13,آپارتمان,لویزان شیان خ فرشادی,خرید,"98,148,000","7,950,000,000",2,2,81,1,MDF,ايراني فرنگي,سراميک
10322375,1403/05/13,آپارتمان,خ دماوند خ محمد شعبانی,خرید,"56,140,000","3,200,000,000",4,1,57,1,MDF,ايراني فرنگي,لامنيت
10333773,1403/05/13,آپارتمان,پاسداران خ بهارستان,خرید,"166,666,000","20,000,000,000",2,2,120,1,MDF,ايراني فرنگي,سراميک
10275455,1403/05/13,آپارتمان,دروس خ هاتف اصفهانی,خرید,"260,000,000","54,600,000,000",1,3,210,1,چوبي,ايراني فرنگي,سنگ
10270916,1403/05/13,آپارتمان,شهران بلوار كوهسار,خرید,"100,000,000","7,000,000,000",4,1,70,1,MDF,ايراني فرنگي,سنگ
10354332,1403/05/13,آپارتمان,دروازه شمیران خ همایون ناطقی,خرید,"85,000,000","4,165,000,000",1,1,49,1,MDF,ايرانی,سراميک
10249634,1403/05/13,آپارتمان,سبلان شمالی نرسیده به خ بازرگان,خرید,"82,500,000","3,300,000,000",3,1,40,1,MDF,ايرانی,سراميک
10351662,1403/05/13,آپارتمان,جنت آباد شاهین شمالی,خرید,"115,000,000","6,900,000,000",3,2,60,0,هایگلاس,ايراني فرنگي,سراميک
10265708,1403/05/13,آپارتمان,نامجو بالاتر از قجاوند,خرید,"63,076,000","4,100,000,000",3,2,65,1,MDF,ايرانی,سراميک
10162206,1403/05/13,آپارتمان,سبلان شمالی خ ایزدی,خرید,"73,170,000","6,000,000,000",4,2,82,1,MDF,ايرانی,پارکت
10351670,1403/05/13,آپارتمان,شهران فلكه سوم,خرید,"106,360,000","11,700,000,000",4,2,110,1,چوبي,ايراني فرنگي,سنگ
10354330,1403/05/13,آپارتمان,اشرفی اصفهانی خ اقبالپور,خرید,"112,068,000","6,500,000,000",3,1,58,1,MDF,ايرانی,سراميک
10267948,1403/05/13,مغازه,معلم خ گوهری,خرید,"1,000,000,000","23,000,000,000",3,0,23,1,نا مشخص,نامشخص,سنگ
10349757,1403/05/13,آپارتمان,تهرانپارس شهرك شاهد,خرید,"88,420,000","8,400,000,000",2,2,95,1,MDF,ايراني فرنگي,سراميک
10218711,1403/05/13,مغازه,نامجو بالاتر از ایستگاه مدرسه,خرید,"304,109,000","11,100,000,000",2,0,33,1,نا مشخص,نامشخص,سراميک
10354328,1403/05/13,آپارتمان,جمن آباد جنوبی والفجر,خرید,"128,735,000","11,200,000,000",6,2,87,1,MDF,ايراني فرنگي,سراميک
10354327,1403/05/13,آپارتمان,پاسداران شمالی خ نارنجستان هفتم,خرید,"222,220,000","100,000,000,000",7,4,450,1,چوبي,ايراني فرنگي,سنگ
10348048,1403/05/13,آپارتمان,تهرانپارس خ توحید,خرید,"118,750,000","10,450,000,000",1,2,88,1,MDF,ايراني فرنگي,سراميک
10354326,1403/05/13,آپارتمان,شهرزیبا خ شربیانی,خرید,"120,000,000","12,960,000,000",5,2,108,1,MDF,ايراني فرنگي,سنگ
3500642,1403/05/13,آپارتمان,حكیمیه خ بوستان,خرید,"115,170,000","16,700,000,000",5,3,145,1,MDF,ايراني فرنگي,سراميک
10351369,1403/05/13,آپارتمان,جنت آباد جنوبی 16 متری اول,خرید,"89,000,000","11,481,000,000",3,3,129,1,MDF,ايرانی,سراميک
10117513,1403/05/13,آپارتمان,اشرفی اصفهانی باغ فیض,خرید,"128,205,000","15,000,000,000",2,2,117,1,MDF,ايراني فرنگي,سنگ
10354324,1403/05/13,آپارتمان,آیت الله كاشانی سازمان برنامه شمالی خ مهرابی,خرید,"115,550,000","15,600,000,000",2,3,135,1,MDF,ايراني فرنگي,سنگ
10354322,1403/05/13,زمین,اشرفی اصفهانی خ اسكندرزاده,خرید,"200,000,000","389,200,000,000",2,0,0,,نا مشخص,نامشخص,نا مشخص
10301916,1403/05/13,آپارتمان,سبلان شمالی خ حیدری,خرید,"74,000,000","6,586,000,000",2,2,89,1,MDF,ايراني فرنگي,سراميک
10354320,1403/05/13,آپارتمان,آیت الله كاشانی خ بهنام خ فرهنگیان,خرید,"62,857,000","6,600,000,000",4,2,105,1,فلزي,ايرانی,سراميک
10354318,1403/05/13,آپارتمان,بلوار فردوس شرق خ سلیمی جهرمی,خرید,"125,000,000","15,750,000,000",1,3,126,1,MDF,ايراني فرنگي,سنگ
10348148,1403/05/13,اداری,جردن جهان كودك,خرید,"400,000,000","40,000,000,000",3,4,100,4,آبدارخانه,ايرانی,سراميک
10161760,1403/05/13,مغازه,ولیعصر روبروی پارك ملت,خرید,"600,000,000","18,000,000,000",3,0,30,1,نا مشخص,نامشخص,سنگ
10348657,1403/05/13,اداری,جردن نرسیده به خ طاهری,خرید,"250,000,000","18,750,000,000",12,2,75,1,آبدارخانه,ايراني فرنگي,سراميک
3167789,1403/05/13,مستغلات,پیچ شمیران صفی علیشاه خ درویش,خرید,"188,679,000","100,000,000,000",12,10,700,8,فلزي,ايرانی,سراميک
10354317,1403/05/13,آپارتمان,پیروزی پرستارجنوبی,خرید,"65,454,000","3,600,000,000",12,1,55,1,MDF,ايرانی,سراميک
10354316,1403/05/13,آپارتمان,مینی سیتی شهرك نفت,خرید,"169,230,000","22,000,000,000",5,3,130,1,MDF,ايراني فرنگي,سراميک
10354315,1403/05/13,آپارتمان,مینی سیتی شهرك نفت,خرید,"126,016,000","15,500,000,000",1,3,123,1,MDF,ايراني فرنگي,سراميک
3820976,1403/05/13,زمین,بزرگراه ارتش شهرك لاله,خرید,"30,000,000","1,020,000,000,000",1,0,0,0,نا مشخص,نامشخص,نا مشخص
10248798,1403/05/13,مغازه,جردن بالاتراز چهارراه,خرید,"454,545,000","10,000,000,000",1,0,22,1,نا مشخص,نامشخص,سراميک
3537422,1403/05/13,زمین,سوهانك نرسیده به بیدستان دهم,خرید,"15,000,000","1,500,000,000",1,0,0,0,نا مشخص,نامشخص,نا مشخص
10218281,1403/05/13,اداری,سهروردی شمالی خ خلیل حسینی,خرید,"93,181,000","4,100,000,000",4,2,44,1,فلزي,ايرانی,موکت
10300044,1403/05/13,آپارتمان,ازگل خ آبشار شرقی,خرید,"185,483,000","23,000,000,000",3,2,124,1,MDF,ايراني فرنگي,لامنيت
10249787,1403/05/13,مغازه,جردن بلوار گلشهر,خرید,"1,302,941,000","22,150,000,000",3,0,17,4,نا مشخص,نامشخص,پارکت
10350740,1403/05/13,آپارتمان,سهروردی شمالی خ زینالی خ هیربد,خرید,"97,345,000","11,000,000,000",4,3,113,1,MDF,ايراني فرنگي,پارکت
10354314,1403/05/13,آپارتمان,ستاری پیامبر غربی,خرید,"120,610,000","11,700,000,000",2,2,97,1,MDF,فرنگی,سنگ
10298945,1403/05/13,آپارتمان,مینی سیتی شهرك نفت,خرید,"142,857,000","19,000,000,000",2,2,133,1,MDF,ايراني فرنگي,پارکت
10354313,1403/05/13,آپارتمان,ازگل خ نوبهار,خرید,"147,945,000","10,800,000,000",2,1,73,1,MDF,ايراني فرنگي,سراميک
10354312,1403/05/13,آپارتمان,كرین خان خ خردمند جنوبی,خرید,"74,660,000","5,600,000,000",3,3,75,3,آبدارخانه,ايرانی,سراميک
10354311,1403/05/13,آپارتمان,خواجه نظام خ اجاره دار,خرید,"70,930,000","3,050,000,000",3,1,43,1,MDF,فرنگی,پارکت
10354310,1403/05/13,آپارتمان,خ مازندران انتهای خ مدنی جنوبی,خرید,"55,310,000","2,650,000,000",1,1,47,1,MDF,ايرانی,سنگ
2686908,1403/05/13,مغازه,جلال آل احمد زیر پل یادگار,خرید,"900,000,000","18,000,000,000",1,0,20,2,نا مشخص,نامشخص,سنگ
10299153,1403/05/13,آپارتمان,بلوارمرزداران خ البرز,خرید,"208,333,000","25,000,000,000",1,2,120,1,MDF,ايرانی,سراميک
10267900,1403/05/13,زمین,بلوارمرزداران خ ایثار,خرید,"262,295,000","80,000,000,000",1,0,0,0,نا مشخص,نامشخص,نا مشخص
3528311,1403/05/13,آپارتمان,بلوار مرزداران 35 متری لاله,خرید,"150,406,000","18,500,000,000",1,3,123,2,MDF,ايراني فرنگي,سنگ
10253453,1403/05/13,آپارتمان,بزرگراه ارتش شهرك ابوذر,خرید,"143,362,000","16,200,000,000",1,3,113,1,MDF,ايراني فرنگي,سراميک
10251147,1403/05/13,اداری,بنی هاشم خ نصیبی,خرید,"200,000,000","13,800,000,000",3,1,69,1,آبدارخانه,ايرانی,سراميک
10354309,1403/05/13,آپارتمان,آرژانتین ك هشتم,خرید,"96,296,000","7,800,000,000",2,2,81,1,فلزي,فرنگی,سراميک
10127494,1403/05/13,آپارتمان,دروس خ هدایت,خرید,"182,140,000","51,000,000,000",1,4,280,1,MDF,ايراني فرنگي,سنگ
10354308,1403/05/13,آپارتمان,بلوار فردوس غرب بهار شمالی,خرید,"95,180,000","7,900,000,000",1,2,83,1,MDF,ايراني فرنگي,سراميک
10181195,1403/05/13,آپارتمان,بزرگراه رسالت خ هدایتی,خرید,"82,700,000","11,000,000,000",1,2,133,1,فلزي,ايرانی,موزائيک
10124938,1403/05/13,مستغلات,بلوارمرزداران خ ایثار خ بهار,خرید,"400,000,000","48,000,000,000",1,6,280,1,MDF,ايرانی,سراميک
10347884,1403/05/13,آپارتمان,پیروزی پرستار جنوبی,خرید,"65,454,000","3,600,000,000",1,1,55,1,هایگلاس,ايرانی,سراميک
3452267,1403/05/13,مغازه,جلال آل احمد زیر پل یادگار,خرید,"266,666,000","8,000,000,000",1,0,30,1,نا مشخص,نامشخص,سنگ
10116432,1403/05/13,آپارتمان,مجیدیه شمالی خ منصوری,خرید,"88,880,000","8,000,000,000",1,2,90,1,MDF,ايراني فرنگي,سنگ
10333665,1403/05/13,اداری,بلوارمرزداران نرسیده به شیرینی فروشی ماه بانو,خرید,"160,000,000","21,600,000,000",6,2,135,1,آبدارخانه,ايراني فرنگي,سنگ
10354307,1403/05/13,آپارتمان,سعادت اباد خ صرافها,خرید,"360,000,000","54,000,000,000",6,4,266,2,MDF,ايراني فرنگي,سنگ
10354306,1403/05/13,آپارتمان,بنی هاشم ك تنگستانی,خرید,"125,000,000","10,375,000,000",1,2,83,1,MDF,ايراني فرنگي,سنگ
10269707,1403/05/13,اداری,ستارخان بازار سنتی,خرید,"200,000,000","3,000,000,000",2,0,15,2,آبدارخانه,ايرانی,سنگ
10301800,1403/05/13,آپارتمان,بنی هاشم ك تنگستانی,خرید,"130,800,000","10,856,400,000",4,2,83,1,MDF,ايراني فرنگي,سنگ
10354304,1403/05/13,آپارتمان,بنی هاشم ك تنگستانی,خرید,"127,200,000","10,557,600,000",3,2,83,1,MDF,ايراني فرنگي,سنگ
10124327,1403/05/13,آپارتمان,بلوارمرزداران خ اطاعتی,خرید,"100,000,000","6,500,000,000",4,1,65,1,MDF,ايرانی,سراميک
10301801,1403/05/13,آپارتمان,بنی هاشم ك تنگستانی,خرید,"128,514,000","32,000,000,000",4,6,249,3,MDF,ايراني فرنگي,سنگ
10269020,1403/05/13,مغازه,بلوارمرزداران خ ناهید,خرید,"320,000,000","5,440,000,000",4,0,17,1,نا مشخص,نامشخص,سراميک
10121259,1403/05/13,کلنگی,بلوارمرزداران تقاطع ایثار,خرید,"400,000,000","400,000,000,000",4,16,1040,1,MDF,ايرانی,سراميک
10187165,1403/05/13,مغازه,بلوارمرزداران خ ابراهیمی,خرید,"416,666,000","5,000,000,000",1,0,12,1,نا مشخص,نامشخص,سنگ
10248778,1403/05/13,کلنگی,بنی هاشم خ خسروآبادی,خرید,"250,000,000","27,000,000,000",1,0,120,0,نا مشخص,نامشخص,نا مشخص
10092427,1403/05/13,مستغلات,بزرگراه رسالت نرسیده به خ حسینی,خرید,"220,000,000","39,600,000,000",1,2,300,2,فلزي,ايرانی,سراميک
10298839,1403/05/13,اداری,فرمانیه نرسیده به چهارراه فرمانیه,خرید,"800,000,000","96,800,000,000",1,4,135,10,آبدارخانه,ايراني فرنگي,سراميک
10351709,1403/05/13,آپارتمان,دزاشیب بالاتراز خ كریمی,خرید,"200,000,000","6,000,000,000",3,1,30,1,MDF,فرنگی,سراميک
10252272,1403/05/13,اداری,دزاشیب خ كریمی,خرید,"188,679,000","20,000,000,000",5,3,106,1,MDF,ايراني فرنگي,سنگ
10296807,1403/05/13,مستغلات,بلوار مرزداران شهرك ژاندارمری خ آرش,خرید,"366,666,000","110,000,000,000",5,9,508,1,MDF,ايراني فرنگي,پارکت
10270074,1403/05/13,آپارتمان,صادقیه فلكه اول خ رحیمی,خرید,"140,000,000","17,780,000,000",1,3,127,1,چوبي,ايراني فرنگي,سراميک
10334778,1403/05/13,آپارتمان,فرمانیه اندرزگو,خرید,"147,142,000","10,300,000,000",2,2,70,1,MDF,ايراني فرنگي,سنگ
3906875,1403/05/13,کلنگی,ستارخان بین بهبودی و شادمان,خرید,"235,000,000","58,985,000,000",2,4,260,2,چوبي فلزي,ايرانی,موکت
3906727,1403/05/13,آپارتمان,ستارخان خ شادمان,خرید,"125,000,000","18,750,000,000",4,3,150,1,هایگلاس,ايراني فرنگي,سراميک
10198917,1403/05/13,آپارتمان,بلوار مرزداران نرسیده به خ فرشتگان,خرید,"270,000,000","44,820,000,000",5,3,166,0,MDF,ايراني فرنگي,سنگ
10347407,1403/05/13,آپارتمان,نیاوران خ باهنر,خرید,"187,500,000","22,500,000,000",1,2,120,1,MDF,ايراني فرنگي,سراميک
10276363,1403/05/13,اداری,ملاصدرا خ شیراز جنوبی,خرید,"170,000,000","28,050,000,000",3,1,165,1,آبدارخانه,ايرانی,سراميک
3887822,1403/05/13,اداری,سبلان شمالی خ حیدری,خرید,"80,000,000","10,240,000,000",3,0,128,1,آبدارخانه,ايرانی,سنگ
3171560,1403/05/13,مغازه,ولیعصر بالاتراز میدان ولیعصر,خرید,"300,000,000","6,000,000,000",3,0,20,2,نا مشخص,نامشخص,سنگ
3460062,1403/05/13,اداری,پاسداران شمالی نرسیده به نارنجستان,خرید,"850,000,000","102,000,000,000",1,2,135,1,MDF,ايراني فرنگي,سراميک
3830255,1403/05/13,اداری,اشرفی اصفهانی خ پیامبر,خرید,"176,470,000","12,000,000,000",6,2,68,1,آبدارخانه,فرنگی,سراميک
10271705,1403/05/13,آپارتمان,گاندی نرسیده به ك دوم,خرید,"140,000,000","16,800,000,000",1,3,120,1,MDF,ايراني فرنگي,پارکت
10333855,1403/05/13,آپارتمان,ونك نرسیده به مركز خرید ونك,خرید,"205,000,000","14,965,000,000",4,2,73,1,MDF,ايراني فرنگي,سراميک
3991426,1403/05/13,مستغلات,شیخ بهائی شمالی نرسیده به خ 12متری دوم,خرید,"650,000,000","345,800,000,000",4,12,950,7,چوبي,ايراني فرنگي,سنگ
3566277,1403/05/13,تجاری,ملاصدرا شیراز جنوبی,خرید,"652,173,000","180,000,000,000",4,0,276,1,نا مشخص,ايرانی,سنگ
10244878,1403/05/13,آپارتمان,دربند خ امامزاده قاسم,خرید,"141,509,000","7,500,000,000",3,1,53,1,MDF,ايرانی,سراميک
10354299,1403/05/13,آپارتمان,آیت الله كاشانی سازمان برنامه شمالی,خرید,"103,030,000","6,800,000,000",2,1,66,1,MDF,ايرانی,سراميک
10132405,1403/05/13,مغازه,ونك ده ونك,خرید,"900,000,000","21,600,000,000",2,0,24,1,نا مشخص,ايرانی,سنگ
